위도,경도,cluster
-30.6076,-178.0254,0
37.1816,36.9658,1
37.4292,36.9502,2
37.4137,36.8216,2
37.5639,37.1467,2
38.1084,38.495,2
37.4941,37.2266,2
37.8697,38.3908,2
36.8497,36.3895,2
38.5461,40.4563,2
36.7084,36.3519,2
38.8297,38.8005,2
38.1475,38.435,2
37.9204,37.7822,2
38.1742,38.482,2
37.7127,37.8001,2
37.5003,37.3267,2
37.733,37.4257,2
38.1446,38.558,2
37.9268,37.8357,2
38.0773,38.5775,2
37.0297,36.7506,2
38.2368,38.5132,2
37.2442,37.1335,2
38.1656,38.65,2
37.7604,37.4251,2
37.3982,36.8946,2
36.6427,36.426,2
37.8315,37.3919,2
37.7658,37.4588,2
37.0844,36.9133,2
38.1847,38.6102,2
37.5236,37.2784,2
38.1845,38.5342,1
37.555,37.2001,2
37.2919,36.8854,2
36.3649,36.4413,2
37.7907,37.4444,2
36.7176,36.4733,2
37.4609,37.1603,2
37.7898,37.8568,2
37.3768,37.0793,2
37.4966,37.1888,2
37.7999,37.7821,2
38.0197,38.3054,2
37.3082,37.7106,2
38.0053,38.042,2
38.0957,38.2361,2
36.4188,36.2183,2
36.2975,36.2085,2
37.9116,38.2366,2
36.2606,36.2043,2
36.3265,36.4042,2
37.9201,38.4457,2
37.4072,36.9513,2
38.1199,38.3761,2
37.3961,37.1506,2
38.0564,38.2173,2
37.6427,37.394,2
37.47,37.0824,2
36.7139,36.4459,2
36.595,36.3297,2
36.7978,36.2602,2
35.6445,35.5034,2
37.8718,38.0812,2
-0.3604,123.1891,2
35.5907,35.5841,2
36.6219,36.4225,2
35.6075,35.3088,2
-3.6236,147.1525,2
36.1795,35.9229,2
37.4633,37.2102,2
38.0402,38.2553,2
37.7583,37.9812,2
36.9214,36.427,2
37.3147,36.7946,2
38.8229,39.4835,2
37.9287,38.3323,2
38.0106,37.1962,1
38.0315,38.0984,1
37.9962,37.2033,1
38.0249,37.8023,1
37.8722,37.3582,2
38.034,37.7967,2
38.039,36.8385,2
37.9155,37.8106,2
37.6189,37.9263,2
38.248,38.1847,1
38.6244,37.3766,2
37.9728,37.3801,2
37.8259,37.4436,2
38.0723,36.6628,2
38.0752,36.7588,1
37.9593,37.3732,1
42.8605,-78.7853,1
38.0274,37.7493,2
37.9321,38.246,2
37.9264,36.9995,2
38.1794,37.955,2
37.9417,37.351,2
38.0622,36.5678,2
38.1471,38.0506,2
37.9721,36.3402,2
38.0599,36.6805,2
38.0509,37.5686,2
38.0582,36.5114,1
38.0169,36.4016,2
37.9248,37.3761,2
38.0621,36.4541,2
37.8798,37.4824,2
37.9345,38.0571,2
38.0972,38.2339,1
37.9664,37.7885,2
38.0382,36.8659,2
3.031,126.8752,0
38.0519,36.864,2
38.1156,36.6841,2
42.8119,69.168,2
37.9978,37.4732,2
37.991,37.2762,2
38.0384,37.371,1
36.2541,36.2923,2
38.0104,36.6564,2
37.9077,36.5237,2
37.8011,37.9066,2
37.9951,36.3843,1
38.0367,37.3789,2
36.3959,36.3691,2
38.2669,38.3801,2
37.9231,37.5399,2
36.3454,36.4775,2
38.0166,37.7013,1
37.9405,37.4916,1
2.4404,128.7157,0
38.0588,36.4642,2
38.2079,37.8768,2
37.9944,36.4533,2
37.7257,37.385,2
36.8097,36.5387,2
37.9977,36.4927,2
38.0365,37.8572,2
38.1782,37.7439,2
38.0706,38.404,2
38.0378,37.8354,2
37.8791,37.7355,1
38.19,38.1756,1
37.868,37.8519,2
38.0709,37.5505,2
37.9972,36.9911,2
36.1064,35.7822,2
38.0912,36.433,2
38.0189,36.5048,2
38.0666,36.4607,2
37.9826,36.8994,2
38.0385,36.5982,2
38.0468,36.4364,2
37.4633,36.981,2
36.6625,36.4828,1
38.2354,39.1175,2
38.0007,36.5078,1
38.0112,37.4148,2
37.961,37.3379,2
38.1262,36.5145,2
38.097,36.696,2
37.0895,36.7386,2
-15.4623,-172.953,1
16.5957,-98.1903,2
38.0881,37.8449,2
38.1022,36.5286,2
38.1659,38.1633,2
36.9291,36.7256,2
36.9819,36.8786,2
37.9398,38.1889,2
38.0322,37.3231,2
37.989,36.3922,2
37.8505,36.6645,2
38.0086,37.2784,2
37.4801,37.1528,2
38.0516,38.1927,2
38.0339,36.3096,2
37.8934,37.6383,2
37.9649,36.479,2
24.2348,121.8534,1
38.0887,38.6825,2
37.2507,37.0859,1
38.0063,36.5773,2
36.1512,36.1819,2
38.2106,38.2511,2
37.9263,36.4655,2
36.7444,36.4904,2
38.072,37.034,1
38.032,36.5882,2
38.0814,36.8993,2
38.1918,38.1778,2
-8.8627,-109.3659,1
37.9513,37.4756,2
38.0473,36.4145,2
38.0613,36.5637,2
-8.79,-109.1973,2
37.9341,36.6247,2
37.9846,37.404,2
35.6037,35.3598,2
37.8431,36.6148,2
-7.2442,106.0073,1
4.3409,-74.2762,2
-55.3049,155.7786,2
38.0195,36.4624,2
38.0903,36.7693,2
38.0152,36.5543,2
37.4326,37.0521,2
-5.836,151.3977,2
38.0265,37.5093,2
26.8303,55.2235,2
38.6041,37.5154,2
38.1044,36.9078,2
45.0031,81.0171,0
35.9675,35.9849,2
38.0387,36.5733,2
37.3373,37.1197,2
37.917,37.6406,2
37.7639,37.7309,1
37.6089,37.3755,2
-0.2936,-16.7707,2
37.748,37.6323,2
36.2678,36.2151,2
37.507,37.227,2
37.7181,37.4217,2
37.9036,37.4321,2
13.2193,144.5526,0
36.8131,36.6306,2
32.5112,141.9484,2
-14.775,-173.3358,2
31.7237,93.6523,2
36.1531,36.3488,2
38.0668,38.1413,2
37.3357,36.8762,2
38.0342,36.455,2
49.1578,155.9024,1
38.3144,37.5808,2
38.0971,38.6398,1
36.8855,36.6006,2
36.5768,36.4539,2
38.1372,38.537,2
37.8817,37.528,2
49.513,-28.4226,1
38.1471,36.3693,2
-3.5923,126.5778,2
-3.5599,126.45,2
37.5226,37.1468,2
38.0164,38.57,1
38.3061,38.1915,2
-3.4127,126.6997,2
36.0958,35.9441,2
40.1816,23.6427,1
37.8696,36.6642,2
37.8906,36.6707,2
37.9808,37.6619,2
38.2171,38.263,2
50.9664,-171.2181,2
50.6917,-173.3448,2
36.0984,35.8449,2
14.3575,122.9823,2
9.5794,138.4239,1
38.0426,36.5803,2
37.3758,37.1447,2
37.9939,36.4771,1
9.7081,138.3681,1
36.0086,35.9967,2
37.9421,37.323,2
37.8896,37.6276,2
38.0002,36.4438,2
37.9358,36.6013,1
37.8659,38.2929,2
37.9172,42.8093,2
38.0472,36.9204,2
38.5889,39.9722,2
32.0866,35.2415,2
37.904,37.4957,2
-22.0314,170.7608,0
-10.6644,164.9618,1
7.1614,-76.9892,1
38.0663,36.5541,2
38.0992,36.5507,2
19.6438,-65.7015,0
36.0927,35.8637,2
38.0835,37.1939,2
37.8759,38.1193,2
37.1601,36.6433,2
37.1511,36.671,2
32.2337,49.651,2
23.7502,122.0522,0
46.4399,152.9221,0
38.0593,36.7087,2
50.2404,-129.8365,2
37.9558,38.313,2
36.2022,36.1959,2
5.4766,-82.6707,2
43.0018,145.3508,0
9.6523,138.4978,2
36.7009,36.3794,2
36.3259,36.2434,2
38.0061,36.4959,1
37.8795,37.7666,2
38.0337,36.5009,2
9.7874,138.108,2
37.1554,37.0022,2
23.3686,121.6164,0
38.0268,37.7704,2
37.9389,37.6611,1
37.9367,37.6179,2
-14.8733,166.694,2
-2.5466,140.6296,1
38.0802,36.8835,2
38.8457,37.2766,2
-2.644,140.5502,2
2.8377,127.0361,0
-2.629,140.6461,2
37.9312,38.2283,2
37.9963,37.4325,1
15.257,-94.7338,0
38.0953,36.6525,2
38.0396,38.5055,2
38.0391,36.953,2
16.7337,-86.0574,1
-4.914,39.3912,2
52.2111,170.4331,2
37.8218,36.5994,2
-2.523,140.6681,2
38.0244,37.1589,2
-2.5777,140.6658,2
39.7542,40.744,2
37.5096,37.116,2
-20.9002,169.1703,0
34.2985,36.2101,2
38.0531,36.5409,2
-5.4759,151.9698,0
36.3313,36.0996,2
38.1972,38.1247,2
38.2135,38.1703,2
28.3652,56.7895,2
38.512,40.4236,2
-27.9549,-176.2675,1
38.3957,39.284,2
38.4984,40.4216,2
37.8831,37.7147,2
36.8136,36.4252,2
-10.7038,165.0508,2
37.9889,38.5654,2
37.9616,36.3641,2
2.9113,127.2793,0
38.0951,38.4712,2
38.0679,36.6086,2
29.3184,130.5088,0
38.1849,38.1997,2
2.7848,127.0118,0
-2.598,140.5588,1
36.9611,36.6603,2
37.995,36.5954,2
38.0799,36.5452,2
-2.4756,140.5283,2
-55.715,-27.1882,1
38.0605,38.6406,2
39.1974,40.1831,2
41.0059,142.8197,0
43.8701,-128.6924,2
37.2659,36.9198,2
-10.76,161.6593,1
41.0349,20.2787,2
37.9921,37.7044,2
37.9544,37.7834,2
0.8799,92.8215,2
-30.3336,-177.7339,0
31.927,92.9392,2
38.0746,36.5194,2
49.2042,155.9481,0
36.1764,35.7977,2
28.4249,-43.7428,2
38.0264,36.6096,2
11.9815,-87.7379,0
-41.6888,42.5408,2
-1.2752,67.5616,1
-55.6128,-27.1036,1
37.1694,36.8496,2
37.1058,36.6317,2
-55.581,-26.9302,2
-55.8517,-27.5046,0
19.12,121.2107,0
37.8685,36.631,2
38.1343,38.2167,2
38.1736,38.1714,2
38.0858,38.451,2
55.6197,162.6046,0
35.0684,35.2669,2
38.0757,38.1756,2
38.1976,38.1375,2
-30.5273,-178.3695,2
7.5159,-36.8163,1
24.8629,143.4746,2
-55.4787,-26.8488,2
-14.8569,-173.5713,2
-30.1399,-177.9685,1
37.8868,36.2951,2
-22.3128,-174.4285,1
53.326,-167.503,0
38.1788,38.5981,2
-2.4938,140.7703,2
-6.034,147.7551,2
-2.2921,140.1828,1
38.0517,38.5848,2
-5.2686,153.341,1
19.166,-65.9586,2
-6.238,131.4613,2
-38.2035,-93.539,2
2.5779,126.7162,0
36.5556,36.5606,2
4.7432,126.5567,0
23.7578,114.5827,2
28.2808,56.8276,0
37.9489,38.4382,2
-6.8533,155.0086,2
37.8165,36.5708,2
51.4264,178.5108,0
37.9256,38.192,2
38.0647,36.5778,2
37.0598,36.95,2
3.5892,126.6923,1
38.0281,38.1329,2
3.5894,126.7198,0
3.6613,126.6914,0
38.1233,36.6274,2
23.3969,121.6211,0
36.4869,36.3096,2
-6.1146,151.9158,0
37.8492,36.67,2
38.0902,36.6163,2
38.8519,38.0757,2
37.9428,36.5034,2
-35.3616,-15.5697,1
41.9449,42.1521,2
36.268,36.171,2
38.1325,38.732,2
-34.8363,-179.8102,0
3.5825,126.7034,0
32.75115967,-100.6529869,2
37.7557,37.8675,2
36.6384,36.5737,2
-22.7031,69.1148,2
38.0249,36.4218,2
19.6173,-70.7705,2
43.5345,-110.3989,2
19.1498333333333,-155.370833333333,0
11.0738,126.1254,0
37.796,38.2326,2
13.1095,-91.3741,2
36.5324,36.4568,2
14.5482,-93.0984,0
37.9055,37.4792,2
-16.1568,-74.3193,0
38.1156,38.5843,2
35.0455,-3.8846,2
17.5544,-46.5341,1
35.5279,35.6189,2
41.8775,42.1528,2
38.0797,37.3193,2
41.875,42.2665,2
35.0177,-3.8262,2
31.682,69.9963,2
36.1158,36.3017,2
38.1339,38.2786,2
14.7707,-87.3034,2
-1.5979,134.1792,0
26.3749,92.9259,2
10.1176,126.5319,1
37.9553,38.2894,2
-40.725,-85.253,2
37.8149,36.7003,2
32.7573,141.9984,2
26.4721,141.8049,0
38.824,38.031,1
38.083,36.6197,2
-1.6638,134.0766,0
0.7983,-26.287,2
27.9015,53.8188,2
37.3429,36.9989,2
-6.2768,152.109,2
37.2623,37.0849,2
17.1552,-61.0709,0
36.5999,36.8854,2
-0.1556,125.7455,0
36.0389,35.8488,2
-41.3922,-87.7246,2
10.9927,125.988,0
27.986,88.0003,0
38.0251,36.6342,2
5.0528,126.6853,0
-29.9065,-177.9672,0
2.8039,126.9024,0
37.695,141.6575,0
-22.2048,-175.4129,0
28.6125,52.0362,2
16.0878,-118.6115,2
19.4635,-65.7931,0
-38.7031,177.8565,2
-26.5677,-71.3857,2
9.8043,126.4278,0
43.5487,-107.4026,2
-23.0232,-114.5197,2
36.8844,36.6204,2
3.342,126.844,0
18.714,-64.5876,0
38.0402,38.589,2
45.1309,23.1834,1
37.8703,36.2865,2
0.4212,129.3998,2
-52.4396,26.4463,1
-10.7477,115.9522,2
42.4829,145.0971,1
38.8964,92.673,1
38.0051,36.42,2
38.3583,23.3846,2
18.5112,-106.2914,2
18.8472,-68.6363,2
-21.9053,-70.2645,0
67.6781,-18.7496,2
67.5751,-18.6785,2
-1.2764,149.0653,2
67.569,-18.5311,2
67.6499,-18.8686,2
67.7822,-18.6147,2
36.781,36.1142,2
37.9138,144.4757,2
-7.2446,130.78,0
-4.7514,133.8255,2
11.0748,-86.3733,0
36.0172,36.1295,2
37.8316,37.9533,2
45.0998,23.2013,1
35.5292,35.4049,2
-30.2226,-177.3526,0
38.0849,37.166,2
5.2468,-82.8845,2
41.5071,-126.1444,2
31.1444,141.9862,2
52.2321,-170.1427,0
-29.9185,-177.4781,0
-29.7801,-178.5678,2
38.5302,37.4908,2
-16.8326,175.9188,1
55.084,162.0819,0
36.7937,36.5503,2
-58.737,-25.4515,0
-58.7698,-25.339,1
44.4771,149.0066,0
8.0014,-37.0823,1
7.8855,-37.0106,1
56.3529,162.9965,0
38.0945,36.7069,2
19.1136666666667,-155.407166666667,1
51.2181,-179.1863,1
38.0187,36.4651,2
54.7177,161.4539,0
12.2474,123.8139,1
3.9801,128.6382,2
40.384,-125.2376667,2
40.5723,35.3842,2
15.9909,-84.7565,2
2.9209,126.913,0
-5.7185,153.7739,0
-29.2472,-112.1024,2
-18.5245,-173.0549,1
-8.0635,117.8628,2
12.3099,123.8605,1
6.7146,125.5523,0
38.0487,36.6395,2
13.5026,-90.0975,0
37.3595,36.8701,2
21.2059,100.0009,2
45.0887,23.1279,2
51.9035,105.3635,2
55.8999,113.5555,2
2.7019,127.2149,0
25.1917,91.8394,0
-30.2066,-177.5197,0
38.0817,38.5211,2
-15.0306,167.0391,1
22.0371,-106.2409,2
19.5974,-73.6826,1
44.9646,14.7077,2
14.8781,119.8148,0
32.7456665,-100.6594179,1
35.9743,35.8103,2
13.178,-91.2382,1
38.1997,37.8377,2
-5.391,34.8867,2
-21.864,-11.6511,1
37.9197,37.5097,2
-21.7474,-11.6306,2
37.3017,70.5188,0
7.5356,-36.7739,2
36.1766,35.7967,1
43.9561,-129.0271,2
-30.8474,-177.6422,2
-49.5277,163.8152,2
12.3689,123.7775,2
19.0655,-69.1139,2
13.9677,-92.6298,2
61.5269,-150.5443,0
37.8609,37.9524,2
39.1851,40.1492,2
23.9454,121.4889,2
26.5537,128.6692,1
12.3097,123.6697,2
86.1738,71.3345,2
1.0243,-28.0775,1
40.2781,142.1305,0
-5.4548,34.9896,2
50.4493,-129.6833,2
-29.9009,-177.4604,0
51.8915,-177.9531,2
-7.5053,156.1154,0
45.0763,23.0763,2
19.8027,-62.2987,2
-5.6106,35.2169,1
-6.6176,132.106,1
14.962,-93.454,0
-30.0254,-177.0453,2
34.0568,130.3669,2
11.837,142.4323,0
-30.0029,-177.1542,2
37.9375,36.3279,2
38.6273,39.642,2
43.8127,147.2858,0
53.1996,160.1056,0
-11.4581,118.267,2
70.1187,-144.2321,2
-8.1979,115.8285,2
-60.3267,-24.326,2
-20.1164,168.7354,1
-22.3827,-174.4109,1
32.184,142.5755,2
-2.8851,130.3161,1
38.073,37.1651,2
16.014,-97.2014,2
-27.9436,-176.8333,0
4.256,94.4484,2
10.2363,-84.1734,1
62.8651,-148.197,0
7.4362,-36.0992,2
23.693,120.7125,2
37.9217,38.1144,2
35.8281,25.509,2
24.279,98.0811,2
38.0696,36.5991,1
-55.6068,-28.166,0
37.2818,20.8574,2
-8.6794,123.6667,2
0.5305,119.579,2
-55.4183,-27.8042,1
-5.6477,153.9648,0
-55.5001,-27.9865,0
-19.9435,-71.0087,2
-55.3098,-27.7195,2
38.0406,36.2306,2
-1.1134,-80.8114,2
-19.9657,-71.1633,1
37.1416,36.8384,2
-1.2699,28.1163,2
37.2737,36.8291,2
37.3021,36.8869,2
-5.9701,149.3311,0
9.1028,126.1694,0
52.7731,-168.1467,0
7.468,-36.218,2
2.1412,126.0732,0
12.4365,-87.5389,0
-60.2672,-44.9292,2
2.8509,127.0043,0
37.0134,141.3369,0
34.8812,14.153,2
52.1322,-169.3637,2
52.1298,-169.4062,2
38.2354,38.1917,2
-17.7482,-172.8349,2
-12.7518,66.364,2
-58.4121,-23.2213,1
-13.5973,172.0583,1
-10.3082,160.9995,0
34.699,32.9989,2
2.4206,125.9377,0
8.0425,-37.3249,2
-12.8315,66.3765,1
-30.1668,-177.4333,0
9.0009,126.1626,0
-6.8928,155.0702,2
63.5446,-157.9062,2
-12.7438,66.3517,1
0.9002,125.9601,0
53.032,160.603,0
37.3725,36.8705,2
10.0881,-84.2876,2
2.7233,126.9943,0
38.2676,38.8212,2
2.7197,126.9851,0
38.6445,39.9175,2
38.6907,39.9843,2
-10.6969,161.6907,0
38.6528,39.9381,2
38.6331,39.9916,2
38.7236,14.1456,2
1.9113,96.6141,1
38.0024,36.7996,2
15.2022,122.8013,1
38.6405,39.9601,2
-22.4339,-174.446,1
-10.1994,113.5497,2
-55.456,-28.0684,0
48.7357,-128.9459,2
-3.8644,133.4302,2
51.4623,-178.6744,0
36.1616,36.0251,1
36.159,35.9351,1
36.0101,22.1487,2
36.2653,36.0798,2
-29.7066,60.408,2
-6.9452,154.5441,2
-9.8056,160.2453,1
7.6647,-36.116,2
36.105,35.9906,2
36.2572,36.1266,2
4.6575,-82.7767,1
-4.2796,102.192,0
35.9531,35.9447,2
38.0175,37.3695,2
27.1369,143.3638,2
27.1097,143.426,2
43.2845,13.3723,2
-19.0786,-70.1661,0
27.1268,143.4432,2
-40.3965,78.1042,2
27.0834,143.4725,2
3.0397,126.2768,0
27.1583,143.5007,2
27.0268,143.4256,2
-6.8918,155.2845,0
0.3205,96.6363,2
2.6033,-84.4845,1
15.2852,96.1335,2
56.8378,-153.048,1
27.7828,55.3567,1
64.6683,-17.6801,1
38.1698,38.4896,2
37.4411,37.2074,2
23.4,121.955,2
38.0685,37.43,2
15.3277,123.1095,2
36.1158,36.1459,2
-6.2551,130.0966,1
-55.5271,-27.1787,2
31.7809,93.5414,2
27.1222,143.5156,1
2.1626,-100.9803,2
-3.1039,127.3935,2
1.8253,93.8795,1
19.322,-64.4375,0
-41.5765,173.5591,0
15.128,-94.8084,2
-8.9724,127.1725,2
27.107,143.4588,1
26.809,141.2634,2
27.7531,55.2852,1
27.0622,143.3839,2
-63.5377,-166.8485,2
17.6515,-72.3029,2
13.3771,-89.7082,0
38.0463,36.6397,2
33.6342,34.6394,2
-52.184,141.3119,2
45.0358,23.0526,2
38.4898,40.3081,2
31.67352601,-104.374706,2
38.0395,37.8449,2
29.6254,81.5737,1
31.6721879,-104.3682345,2
9.2648,93.945,2
-55.6677,-144.45,2
41.8282,82.1668,2
12.1038,123.5089,2
51.6865,-173.3403,0
3.4848,95.6365,0
38.6361,22.0933,2
-30.1063,-72.15,2
-35.7431,-73.1611,0
1.1403,127.4941,2
-35.7033,-73.149,0
38.1577,-117.8891,2
38.0438,38.3872,2
23.9695,121.7576,2
10.1495,124.9837,2
53.7283,98.5343,2
-48.7678,108.5598,2
38.0552,73.2287,1
37.9117,73.0303,2
38.1349,73.0657,1
38.2189,73.1588,2
38.1585,73.2079,2
38.0547,73.0006,2
38.2408,73.1864,2
37.603,73.6046,2
38.0157,73.2867,1
37.7803,73.3229,2
37.9445,73.5144,2
38.2621,73.1208,2
27.1336,143.4573,2
27.1702,143.4804,2
-30.3563,-71.8526,2
-30.39,-71.6309,0
37.2286,37.0909,2
-59.2282,-17.1591,1
-8.5549,-77.621,0
38.3267,73.0051,2
18.7946,-63.9205,2
38.1333,73.1456,2
15.1557,-104.5558,2
-33.901,-73.2549,1
38.3919,72.9453,2
38.0035,37.7419,2
-19.0571,-173.6941,1
-14.7265,166.9289,2
1.2873,126.7287,0
36.0589,36.095,1
3.5622,126.5283,0
-11.7096,116.4107,2
-6.0563,-106.5137,1
51.1043,-179.1203,0
39.6657,142.0799,0
13.6893,-91.5235,0
30.1565,32.3957,2
-26.7049,-71.3113,2
-32.0873,-71.8963,2
-32.0852,-71.8367,0
-6.0644,149.8102,0
18.5574,-63.363,0
9.7878,92.6004,0
3.7003,128.7389,2
38.1086,73.1907,2
54.3574,-161.4979,0
52.8399,172.4594,0
9.6508,57.9175,2
37.9736,33.9905,2
14.072,146.7009,1
58.231,-155.1899,2
38.7865,37.3025,2
2.8649,126.1296,1
12.1631,143.972,2
8.5549,127.1036,2
35.2752,35.239,2
38.0934,38.7162,2
38.2836,73.1652,2
55.0733,-155.5636,2
59.0284,-151.1926,0
12.0985,143.8638,2
-55.2783,-27.9609,1
-55.3437,-27.9478,2
-25.0478,-70.9076,2
38.9781,41.0714,2
39.0723,141.8127,0
36.0592,35.9528,2
-57.9059,-23.9398,2
-5.6564,103.855,0
18.7931,-106.6729,2
-47.2908,-13.3171,1
-9.0781,67.3083,2
2.948,126.6357,0
51.621,158.5476,0
15.4112,-104.5171,2
15.2189,-104.1764,2
-21.6383,-70.2945,2
15.1845,-104.417,2
17.3602,-83.7827,2
38.3654,37.4414,2
24.5731,124.9373,0
-5.216,68.0128,2
27.1053,126.7351,1
37.9797,33.9876,1
21.0328,92.5067,2
-55.6023,-25.7503,2
42.8258,145.0212,1
46.2185,153.0932,2
22.5275,121.4044,2
-36.8676,-73.415,2
51.8788,-173.8194,0
54.3861,-159.6468,2
54.8022,-159.9909,0
-11.2217,165.6226,1
53.5521,-163.214,0
-16.2083,-172.7623,2
38.2447,73.085,2
-16.8834,-176.9365,2
-6.0883,149.828,1
20.1216,120.3993,2
-6.1087,149.865,0
-6.2009,150.151,2
-6.1446,149.8816,0
-23.2572,-13.2758,2
5.6459,126.2682,0
38.0353,37.0903,2
-11.3429,165.7914,2
53.2962,-165.1223,0
1.7709,125.8777,2
38.4424,87.6742,2
29.7352,81.127,2
1.328,122.8883,0
19.1025,121.1144,1
-60.633,-51.5113,2
37.4449,141.5225,0
52.1907,-172.6156,2
-30.2459,-177.6203,2
-30.2208,-177.431,0
-30.2776,-177.5325,1
-30.393,-177.813,0
-30.3279,-177.7438,0
8.4225,-82.8067,2
13.8138,-92.1974,0
-40.2713,-16.2816,2
51.51,-178.2933,0
18.9195,-68.7108,2
42.2682,146.5158,2
-9.6772,122.8758,0
15.2753,-104.6608,2
42.0818,79.9463,1
-4.4642,132.8347,2
56.3766,-148.3205,2
41.8209,79.8399,1
-59.8188,-25.3746,2
-1.614,120.2491,1
-32.7799,-178.9952,1
17.5469,147.4765,1
-1.5833,120.4247,0
30.1103,131.0091,2
37.8722,37.5853,2
-5.8854,-80.8696,0
38.0706,73.0467,2
-1.6197,120.3439,2
37.9189,37.0464,2
36.6204,35.704,2
32.5003,141.5167,2
30.5081,-41.8799,2
30.5183,-41.911,1
38.2144,38.2773,1
-5.6873,-80.8196,0
57.297,-154.2645,2
14.2126,-91.9996,0
-55.2996,-27.2046,2
7.9175,127.2609,2
-5.5852,149.9691,2
18.6047,120.3833,2
38.5684,142.0511,0
39.4048,74.0804,2
37.9433,73.042,2
38.2315,73.0361,2
-30.4981,133.8849,2
-20.9729,-70.8725,2
-20.9867,-70.8467,2
-49.9924,111.9589,2
38.2434,38.2911,2
-15.3703,-73.874,0
51.9962,171.3899,2
35.8736,140.9826,0
38.0772,73.2404,1
-40.1734,46.1079,2
-31.1845,-65.8028,1
-31.5506,-177.9907,2
-41.391,174.1576,0
27.0982,126.8241,2
-30.0714,-71.3574,0
0.2079,30.0065,2
13.9552,-92.9879,2
19.566,-65.3656,0
32.932,141.7018,1
19.5585,-65.46,0
13.3348,-92.9854,2
6.6808,60.2231,1
19.5698,-65.4801,2
14.202,146.7911,2
37.4289,36.4287,2
-19.0466,-71.0023,0
35.6128333,-117.4165,2
37.7893,36.7056,2
1.3696,125.7758,0
29.6162,101.9744,1
37.9073,36.7306,2
38.714,35.3935,2
35.6758,140.7378,0
35.9146,22.2039,0
27.8012,55.3104,2
6.3003,126.286,0
41.0174,19.7343,2
23.9005,99.5462,2
-35.9133,-103.0166,2
37.2588,36.992,2
1.3388,125.5559,0
13.6009,-90.7301,0
1.3991,125.4671,2
29.2903,130.5327,0
2.6997,126.5308,0
51.8647,-177.9461,2
31.61345334,-103.9891287,2
37.2808,37.0318,2
-22.5991,-175.0747,1
-22.5991,-175.0747,1
17.8244,146.3299,2
17.8244,146.3299,2
19.5491,-65.3798,0
19.5491,-65.3798,0
37.9019,36.8966,2
37.9019,36.8966,2
37.7611,37.8869,2
37.7611,37.8869,2
2.3561,127.4677,2
2.3561,127.4677,2
59.0067,-151.168,2
59.0067,-151.168,2
66.3394,-154.652,2
66.3394,-154.652,2
36.3065,36.097,2
36.3065,36.097,2
-17.7088,-74.5254,2
-17.7088,-74.5254,2
41.3069,44.0089,2
41.3069,44.0089,2
-6.0936,149.8476,0
-6.0936,149.8476,0
-13.6619,-111.2689,2
-13.6619,-111.2689,2
-60.3018,-27.0797,0
-60.3018,-27.0797,0
27.4834,142.7793,1
27.4834,142.7793,1
13.7299,120.2291,0
13.7299,120.2291,0
9.071,122.4983,2
9.071,122.4983,2
-16.3793,-73.9603,0
-16.3793,-73.9603,0
37.2659,37.0676,2
37.2659,37.0676,2
-34.7881,-71.8496,0
-34.7881,-71.8496,0
14.1495,146.8086,1
14.1495,146.8086,1
44.4887,149.5786,1
44.4887,149.5786,1
38.0296,73.0064,2
38.0296,73.0064,2
15.5169,-94.8364,0
15.5169,-94.8364,0
-1.0701,137.0767,2
-1.0701,137.0767,2
-54.881,-31.5706,2
-54.881,-31.5706,2
-1.0061,137.2045,2
-1.0061,137.2045,2
-6.222,154.4337,0
-6.222,154.4337,0
-13.1322,166.4522,0
-13.1322,166.4522,0
-55.0543,-31.5432,1
-55.0543,-31.5432,1
-55.157,-31.5822,2
-55.157,-31.5822,2
43.4257,147.1071,0
43.4257,147.1071,0
33.2865,139.5226,1
33.2865,139.5226,1
63.8634,-153.218,2
63.8634,-153.218,2
32.4914,135.7364,2
32.4914,135.7364,2
13.9646,-92.8196,2
13.9646,-92.8196,2
-54.7092,-31.4228,2
-54.7092,-31.4228,2
28.3307,87.3045,2
28.3307,87.3045,2
-6.8166,155.0301,2
-6.8166,155.0301,2
33.266,139.4492,2
33.266,139.4492,2
1.074,120.2034,0
1.074,120.2034,0
14.3168,-93.7462,2
14.3168,-93.7462,2
14.348,-93.73,2
14.348,-93.73,2
2.8152,127.0643,0
2.8152,127.0643,0
-41.0493,-74.0589,0
-41.0493,-74.0589,0
-5.0384,35.0872,2
-5.0384,35.0872,2
9.0645,122.6983,1
9.0645,122.6983,1
16.1726,93.3461,2
16.1726,93.3461,2
24.5077,121.8587,2
24.5077,121.8587,2
-15.3766,166.3907,1
-15.3766,166.3907,1
-15.0524,166.5727,1
-15.0524,166.5727,1
-15.056,166.6459,1
-15.056,166.6459,1
-14.9061,166.672,1
-14.9061,166.672,1
-15.2415,166.5078,2
-15.2415,166.5078,2
-15.223,166.6972,2
-15.223,166.6972,2
-15.0157,166.4464,2
-15.0157,166.4464,2
-14.8304,166.5139,2
-14.8304,166.5139,2
-15.136,166.5063,2
-15.136,166.5063,2
-21.2549,-174.1087,2
-21.2549,-174.1087,2
-15.1597,166.5118,2
-15.1597,166.5118,2
-14.8619,166.6438,2
-14.8619,166.6438,2
-14.8153,166.5388,2
-14.8153,166.5388,2
-14.9188,166.7031,2
-14.9188,166.7031,2
-14.8286,166.7535,2
-14.8286,166.7535,2
-14.935,166.5056,2
-14.935,166.5056,2
